job_title,company,location,salary,country
Sr Software Development Engineer (Talent Optimization Machin...,Workday,"Vancouver, BC",,Canada
"Senior Consultant, Information Management and Data Analytics...",KPMG,"Vancouver, BC",,Canada
"Data Science Senior Manager, Auto Finance Credit Strategy",Royal Bank of Canada,"Toronto, ON",,Canada
newData Engineer - Data Science Platform,Loblaw Digital,"Toronto, ON",,Canada
"Senior Manager, Data Analytics and Insights","Alexion Pharmaceuticals,Inc.","Toronto, ON",,Canada
"Senior Data Analyst, SQL/Tableau Developer",University of Victoria,"Victoria, BC","$68,097 - $89,370 a year",Canada
Fraud Analytics Tech Lead,Square,"Toronto, ON",,Canada
Market’s Technology Risk and Control – Senior Data Analyst,Citi,"Mississauga, ON",,Canada
Director of Product Management– Artificial Intelligence,Oracle,"Kitchener, ON",,Canada
Analytics Presales Lead,Jade Global,"Toronto, ON",,Canada
"Faculty, Bachelor of Business Administration (BBA), Part-Tim...",British Columbia Institute of Technology (BCIT),"Burnaby, BC",,Canada
Senior Machine Learning Developer - Metacast / Développeur A...,Unity Technologies,"Montréal, QC",,Canada
Specialist - Senior Software Development - Machine Learning...,Canadian National Railway,"Edmonton, AB",,Canada
"Analyste principal, analyse de données et projets RH / Senio...",Domtar,"Remote in Montréal, QC",,Canada
"Manager, Data Science, Threat Lab",Integral Ad Science,"Toronto, ON",,Canada
"Manager, Product Growth Analytics",Vidyard,+1 locationRemote,,Canada
"Senior Consultant, Business Intelligence (flexibility to wor...",MNP,"Calgary, AB",,Canada
Stagiaire Programmeur·euse Apprentissage Automatique / Machi...,Eidos Montréal,"Hybrid remote in Montréal, QC",,Canada
"Senior Data Analyst, Fulfillment Analytics",Lululemon,Remote in British Columbia,,Canada
"Associate Director, Machine Learning",S&P Global,"Remote in Toronto, ON+1 location",,Canada
"Senior Design Specialist - Data, Video, Analytics, Machine L...",TELUS,"Scarborough, ON",,Canada
Senior Machine Learning Developer - ATG,ServiceNow,"Remote in Montréal, QC",,Canada
Full-Stack/ Data Science Engineer,Cimetrix,"Vancouver, BC",,Canada
Senior Software Engineer - Full Stack (Machine Learning Engi...,Zynga,"Temporarily Remote in Toronto, ON",,Canada
Software Engineer (Leadership) - Machine Learning | Ingénieu...,Meta,Remote,,Canada
Staff AI Research Scientist (Natural Language Processing) -...,ServiceNow,"Montréal, QC",,Canada
"Assistant Vice President, Lead Engineer, Integrated Analytic...",Munich Re,"Toronto, ON",,Canada
"Senior developer Backend AWS IoT, Machine Learning & AI",Services Conseils IntelliSoft inc.,"Montréal, QC",,Canada
"Senior Product Manager, Marketing Data Science",Wayfair,"Toronto, ON",,Canada
Ingénieur en apprentissage machine II / Machine Learning Eng...,CAE Inc.,"Ottawa, ON+1 location",,Canada
Lead Data Science Analyst,Wayfair,"Toronto, ON",,Canada
Senior Machine Learning Engineer - KPMG Lighthouse,KPMG,"Montréal, QC",,Canada
Senior Data Engineer ETL Developer,BCAA,Canada,,Canada
"Senior Product Manager, Customer Service Intelligence & Mach...",Wayfair,"Toronto, ON",,Canada
Machine Learning Engineering Manager,Wayfair,"Toronto, ON",,Canada
Staff Developer - Machine Learning,Ada Inc.,Canada,,Canada
Senior Data Science Analyst,Wayfair,"Toronto, ON",,Canada
"newSenior Software Engineer, Python, Machine Learning",Thomson Reuters,"Toronto, ON",,Canada
"Data Scientist, Decisions, Product",Lyft,"Montréal, QC",,Canada
Senior Software Engineer - Machine Learning,Veeva Systems,"Remote in Toronto, ON",,Canada
Software Developer - NetSuite - Intelligent Suite - Machine...,Oracle,Canada,,Canada
"Senior Director, AI Platform",Thomson Reuters,"Toronto, ON",,Canada
"Director, Machine Learning Engineering Management - ATG",ServiceNow,"Montréal, QC",,Canada
Senior Staff Machine Learning Engineer,Wayfair,"Toronto, ON",,Canada
"Lead, Data and Model Ethics - Privacy Engineering & Design",Thomson Reuters,"Temporarily Remote in Toronto, ON",,Canada
newData Scientist,nugget.ai,"Remote in Toronto, ON",,Canada
Data and AI Architect - Cloud Platforms,Kyndryl,Canada,,Canada
Sr Machine Learning Developer (NLP) – ATG,ServiceNow,"Toronto, ON",,Canada
Senior Machine Learning Engineer - Performance Modeling TORO...,Tonal,"Toronto, ON",,Canada
Tenure-Track Assistant Professor in Data Science in Actuaria...,McMaster University,"Hamilton, ON",,Canada
Senior Applied Research Scientist - NLP,Thomson Reuters,"Toronto, ON",,Canada
"Data Analytics Leader (Sr Manager), Deloitte Global Financia...",Ouest,"Toronto, ON",,Canada
newData Scientist,MSi Corp (Bell Canada),"Ottawa, ON+2 locations",,Canada
Data Scientist (Paid Internship),FPT Software,"Montréal, QC",,Canada
newData Scientist,The Canadian Urban Environmental Health Research...,Remote,"$70,000 - $90,000 a year",Canada
newLead Data Scientist,E Inc.,"Toronto, ON",,Canada
Data Scientist,CJR Wholesale Grocers and Dairy Central,"Mississauga, ON",,Canada
newAI / NLP / Data Engineer & Developer,Quantum Growth Advisors,"Toronto, ON",$20 an hour,Canada
Data Scientist (In Office & Remote Options Available),Voices,"Remote in Toronto, ON",,Canada
newJunior Data Analyst,Beta-Calco,"Remote in Toronto, ON","$45,000 a year",Canada
newScientifique de données - Data Scientist,Datavalet,"Hampstead, QC",,Canada
newGCP Data Engineer/ Scientist,DataPattern Inc,"Toronto, ON",$55 - $65 an hour,Canada
"newMachine Learning Scientist, NLP",Synthesis Health,"Remote in Vancouver, BC",,Canada
Jr. Data Scientist,SimpTek Technologies,"Fredericton, NB",,Canada
Data Scientist,Points,"Toronto, ON",,Canada
newMachine Learning Engineer,Bluvec Technologies Inc.,"Burnaby, BC","$70,000 - $120,000 a year",Canada
Machine Learning Scientist,NQB,"Quebec City, QC","$188,000 a year",Canada
Machine Learning Engineer,Fieri Consulting,"Remote in Toronto, ON","$100,000 a year",Canada
Data Scientist,FPT Software,Remote,,Canada
Data Scientist (Initiatives),Unbounce,Remote,,Canada
NLP Data Scientist (Remote),Wisedocs AI,"Remote in Toronto, ON",,Canada
Junior Marketing Data Scientist,Pages Jaunes Solutions Numériques et Médias...,"Toronto, ON+2 locations",,Canada
Data Scientist,MindBridge Ai,"Remote in Ottawa, ON",,Canada
Data Specialist,Lafarge Canada Inc,"Mississauga, ON",,Canada
"newSenior Data Scientist, Intact Lab",Intact,"Quebec City, QC+3 locations",,Canada
newLead Data Analyst,E Inc.,"Toronto, ON",,Canada
Data Scientist,Clarifai,"Remote in Montréal, QC",,Canada
newData Analyst,Binance.US,"Vancouver, BC",,Canada
Junior Data Analytics Developer,Tantalus,"Remote in Burnaby, BC",,Canada
Data Scientist,Graham,"Calgary, AB",,Canada
Staff Data Scientist,Thumbtack,"Remote in Toronto, ON",,Canada
Deep Learning Computer Vision Intern,Intelense Inc,"Toronto, ON",,Canada
newSenior Data Scientist,Spring Financial Inc.,"Vancouver, BC",,Canada
Data Scientist II,Braze,"Remote in Toronto, ON",,Canada
Data Analyst,MSi Corp (Bell Canada),"Toronto, ON+2 locations",,Canada
Data Scientist - Remote,Quantifi,"Remote in Calgary, AB",,Canada
Data Scientist,Dokainish & Company,"Toronto, ON",,Canada
Machine Learning Scientist/Engineer,MetaOptima,"Vancouver, BC",,Canada
Data Scientist,Dawn InfoTek Inc.,"Toronto, ON",$50 - $70 an hour,Canada
Business Intellience Specialist/ Data Scientist,Canadian Nuclear Laboratories,"Chalk River, ON","$83,800 - $125,300 a year",Canada
Data Scientist,Atlantic Controls,"Mount Pearl, NL",,Canada
Data Scientist,Circle,"Remote in Toronto, ON",,Canada
newMachine Learning Engineer (Americas - Remote),FreshBooks,"Remote in Toronto, ON",,Canada
Machine Learning Specialist (AI),RankWorks,"Pointe-Claire, QC","$49,558 - $83,477 a year",Canada
"Senior Data Scientist, Collaboration Science (Remote Canada)",Coeuraj,"Remote in Toronto, ON",,Canada
Data Science – 4 Month Co-op/Internship (Fall 2022),Intact,"Quebec City, QC",$23.43 - $35.19 an hour,Canada
newData Scientist,GeoComply,"Montréal, QC",,Canada
Data Scientist - 12 09 2021,Acerta Analytics Solutions Inc,"Toronto, ON",,Canada
newMachine Learning Finance Intern,Minerva Tech,"Mississauga, ON","$50,000 a year",Canada
Data Analytics Consultant,ProCogia,"Vancouver, BC",,Canada
"newData Science Specialist, Intact Lab",Intact,"Montréal, QC",,Canada
Data Scientist,Business intelli solutions,"Calgary, AB",$55 - $60 an hour,Canada
newData Scientist (Big Data),Dawn InfoTek Inc.,"Toronto, ON",$50 - $70 an hour,Canada
DATA ANALYST - US,Luminex,"Toronto, ON",,Canada
newMachine Learning Engineer,Granify,"Edmonton, AB",,Canada
Ingénieur(e) analyste de données (Data scientist),Astus,"Longueuil, QC","$55,000 - $115,000 a year",Canada
Data Scientist --Digital Signal Processing (DSP) Python,BresoTec Incorporated,"Remote in Toronto, ON","$85,382 - $100,229 a year",Canada
Data Scientist,Safe Fleet,Remote,,Canada
Data Scientist,ARGO,"Markham, ON",,Canada
newAI Architect (NLP),SKAEL,"Vancouver, BC",,Canada
Data Scientist - Canada (Hybrid / Remote),Shift Technology,"Remote in Toronto, ON",,Canada
Senior Data Scientist,Market Resource Partners (MRP),"Montréal, QC",,Canada
Data Scientist,Novisto,"Montréal, QC",,Canada
Data Scientist,Trader Corporation,"Toronto, ON",,Canada
Data Scientist & Data Engineer,Decipher Biosciences,"Vancouver, BC",,Canada
newStaff Machine Learning Engineer,Index Exchange,"Remote in Toronto, ON",,Canada
Data Scientist,Accedian Networks,"Ottawa, ON",,Canada
Senior Data Scientist,Canvass AI,"Toronto, ON","$120,000 - $160,000 a year",Canada
Intern - AI/Deep Learning,"Deeplite, Inc.","Toronto, ON+1 location",,Canada
newData Analyst - Information and Systems,SRYAS INC.,"Toronto, ON","$85,000 - $95,000 a year",Canada
newLead Data Scientist,Spring Financial Inc.,"Vancouver, BC",,Canada
Machine Learning Engineer,LBMX Inc,"London, ON",,Canada
Machine Learning Researcher,Index Exchange,"Remote in Toronto, ON",,Canada
newData & Analytics Engineer,Avison Young,"Toronto, ON",,Canada
newSenior Data Analyst,OCS,"Remote in Toronto, ON",,Canada
Senior BI Specialist,Advanced Analytics and Research Lab,"Remote in Toronto, ON","$5,000 a month",Canada
Data Scientist,Sagen,"Oakville, ON",,Canada
newComputer Vision Engineer,Ecoation,"Vancouver, BC",,Canada
Jr. and Sr. Analytics Consultant,Advanced Analytics and Research Lab,"Toronto, ON",,Canada
"newAssociate Educator, Data Scientist",BrainStation,"Remote in Toronto, ON+1 location",,Canada
Data Scientist (NLP),nugget.ai,"Toronto, ON",,Canada
"Data Scientist / Bioinformatician, Drug Development",HyperMabs Inc.,"Montréal, QC",,Canada
Machine Learning Scientist Intern,Synthesis Health,"Remote in Vancouver, BC",,Canada
Data Scientist,WCB Manitoba,"Winnipeg, MB","$70,558 - $88,201 a year",Canada
"newAI Engineering Business Analyst, Intact Lab",Intact,"Toronto, ON",,Canada
"newEducator, Data Scientist",BrainStation,"Remote in Vancouver, BC+1 location",,Canada
Applied Data Scientist (Sophi),The Globe and Mail,"Toronto, ON",,Canada
Machine Learning Engineer,nugget.ai,"Toronto, ON",,Canada
Deep Learning Engineer,"Deeplite, Inc.","Toronto, ON+1 location",,Canada
newBlockchain administrator,Rangam Consultants Inc.,"Mississauga, ON",$64.30 an hour,Canada
Data Scientist,Project X,"Temporarily Remote in Toronto, ON",,Canada
Data Scientist,TS Imagine,"Montréal, QC",,Canada
Sr Data Analyst,Public Goods,Remote,,Canada
Staff Data Scientist,Instacart,"Remote in Toronto, ON",,Canada
Data Scientist,Tutela Technologies,"Remote in Victoria, BC",,Canada
"Data Analyst, Service Innovation",Myplanet,"Remote in Toronto, ON",,Canada
Intermediate Data Scientist,Tier1 Financial Solutions,Remote in Ontario,,Canada
Data Scientist (R&D),Novarc Technologies Inc.,"North Vancouver, BC",,Canada
newDigital Marketing Analytics,E Inc.,"Toronto, ON",,Canada
Data Scientist,ACI World,"Hybrid remote in Montréal, QC",,Canada
Senior Data Scientist,Thumbtack,"Remote in Toronto, ON",,Canada
"Director, Strategy and Market Analysis",NAPA Auto Parts,"Cambridge, ON",,Canada
"Senior Manager, Business Intelligence",BELL BUSINESS MARKETS,"Toronto, ON",,Canada
"newSenior Community Operations Manager, Google Cloud Support",Google,"Waterloo, ON",,Canada
Database Applications Specialist,County of Simcoe,"Midhurst, ON","$73,849 - $88,615 a year",Canada
"Media Experts - Data Analyst, Audience & Analytics",IPG Mediabrands,"Toronto, ON",,Canada
Business Development Consultant,Caterpillar,"Oakville, ON",,Canada
"Business Develoment Manager, Ontario",Echelon Insurance,"Mississauga, ON",,Canada
Business Manager Canada,MBCC Group,"Toronto, ON",,Canada
newMarketing Coordinator,Bunzl Canada,"Burlington, ON",,Canada
newSenior Human Resource Business Partner - Canada,Cision,"Toronto, ON",,Canada
"Software Development Manager, Google Cloud",Google,"Waterloo, ON",,Canada
newDatabase Administrator and Sharepoint Administrator,Home and Community Care Support Services,"Mississauga, ON",,Canada
newSoftware Developer,S&P Global,"London, ON","$40,000 - $95,000 a year",Canada
"newSenior Developer, Capital Markets Data Lake",BMO Financial Group,"Toronto, ON",,Canada
Data Warehouse Analyst,Zero11,"Abbotsford, BC",,Canada
PowerBI Developer,BRP,"Montréal, QC",,Canada
Lead Business Intelligence Developer (SQL),opentext,"Waterloo, ON",,Canada
"newOperations Program Manager II, AWS Commerce Platform- Global...",Amazon Dev Centre Canada ULC,"Vancouver, BC+2 locations",,Canada
"Senior Financial Analyst, Reporting",KPMG,"Toronto, ON",,Canada
newSenior Data Engineer,TELUS,"Remote in Toronto, ON",,Canada
"newPerformance Analysis Consultant, Customer 360 Operations",TELUS,"Vancouver, BC+1 location",,Canada
Due Diligence Analyst - Graduate,BNP Paribas,"Montréal, QC",,Canada
Area Business Manager,Adama,"Remote in Winnipeg, MB",,Canada
"Director, Advancement",Adler University,"Vancouver, BC",,Canada
"Advisory, Acceleration Centre, Project Control Officer (Remo...",PwC,Remote in Canada,,Canada
BUSINESS ANALYST - 6 MONTH TEMPORARY ASSIGNMENT,Ministry of the Solicitor General,"Orillia, ON","$1,656 - $2,076 a week",Canada
Financial Analyst,Menkes,"Toronto, ON",,Canada
Business Intelligence Lead/Project Manager,IKO Industries Ltd.,"Mississauga, ON",,Canada
Machine Learning Scientist,Riiid Labs,"Toronto, ON",,Canada
Clinical Team Manager EDS 2 - Remote,PRA Health Sciences,Remote,,Canada
newExecutive Assistant,BWX Technologies,"Ottawa, ON",,Canada
newAnalyst Real Property Fund,IG Wealth Management,"Hybrid remote in Toronto, ON",,Canada
newSite Partnership Manager,Sanofi US,"Remote in Toronto, ON+1 location",,Canada
Sr Analytics and Reporting - Resiliency (Power BI),BMO Financial Group,"Toronto, ON",,Canada
Business Development Executives – ENGLISH Speaker,Think Pipeline,Remote in Ontario,,Canada
Senior Data Analyst,SAP,"Vancouver, BC",,Canada
newDistribution and Payments Cost Specialist,Air Canada,"Dorval, QC",,Canada
newPlayer Development Manager - Responsable du développement de...,Playground,"Kahnawake, QC",,Canada
SAP Senior Consultant - BW/ BI,EY,"Remote in Toronto, ON",,Canada
Human Resources Advisor,Regional Municipality of Wood Buffalo,"Fort McMurray, AB",,Canada
Digital Marketing & Analytics Specialist,Vector Institute,"Remote in Toronto, ON",,Canada
Change Management Specialist - Decentralized Clinical Trials,PRA Health Sciences,Remote,,Canada
Java Developers - Junior to Senior - Bilingual+,Talan,"Montréal, QC",,Canada
"newDirector, Global AML Ops Business Intelligence (Bilingual: S...",Scotiabank,"Toronto, ON",,Canada
Senior Credit Analyst,PayBright,+1 locationTemporarily Remote,,Canada
Business Intelligence Analyst,TransLink,"Metro Vancouver Regional District, BC","$7,044 a month",Canada
newMarketing Specialist,McElhanney Ltd.,Alberta,,Canada
"Specialist, External Communications and Government Relations",BCLC,"Remote in Vancouver, BC",,Canada
Data Analyst,K+S Aktiengesellschaft,"Saskatoon, SK",,Canada
DevOps Specialist,Talan,"Montréal, QC",,Canada
Commercial Business Analyst,IBM,"Calgary, AB",,Canada
"Analyst, Asset Management & Development",Triovest Realty Advisors Inc.,"Calgary, AB",,Canada
Director of Sales and Marketing,Clique Hotels & Resorts,"Whistler, BC",,Canada
newSr. Data Analyst,Cognizant,"Toronto, ON",,Canada
Data Management/Data Analyst,Sanofi US,"Hybrid remote in Toronto, ON",,Canada
Data Developer (Contract),Teck Resources Limited,"Vancouver, BC",,Canada
"Director, New Ventures",D2L,"Remote in Kitchener, ON",,Canada
newSenior Product Analyst,TD Bank,"Toronto, ON",,Canada
Web Developer,PATSNAP PTE. LTD,"Toronto, ON",,Canada
SAP BW4/HANA Developer,Sun Life Financial,"Temporarily Remote in North York, ON+1 location",,Canada
Développeur(euse) BI,Keyrus Canada FR,"Remote in Montréal, QC",,Canada
newProduct Analyst,Alterna Savings,"Toronto, ON",,Canada
"Account Executive, Global Trade Compliance",Descartes,Temporarily Remote,,Canada
Vulnerability Researcher,Trend Micro,"Toronto, ON",,Canada
"newAssociate Product Owner, Product Management - Environmental...",Royal Bank of Canada,"Toronto, ON",,Canada
newDirector of Business Finance,Serco North America,"Remote in Toronto, ON",,Canada
newData Analyst,Dorigo Systems,"Burnaby, BC",,Canada
"Technical Lead, Fermentation",Alberta Innovates,"Edmonton, AB",,Canada
Business Development Representative (Remote),Firmex,"Remote in Toronto, ON",,Canada
Logistics Business Analyst,Transplace,"Oakville, ON",,Canada
BI Developer,Oracle,"Mississauga, ON",,Canada
IT Software Developer,Canadian Security Intelligence Service,"Temporarily Remote in Ottawa, ON","$73,970 - $89,970 a year",Canada
"Associate Vice-President, Online & Continuing Education",University of Alberta,"Edmonton, AB","$123,672 - $206,120 a year",Canada
IT Operations Manager,Pharmascience Inc.,"Mont-royal, QC",,Canada
